'$Culture', '$Criticality', '$Criticality Modifier', '$Initial Known', '$Inter-Dependency', '$Dynamism', '$Size', '$Plan', '$Team Size', '<Cost', '?Score', '>Completion', '<Idle'
0.5534659690175853, 1.1496382073230609, 5, 0.5554948753198198, 3, 9, 2, 2, 6, 801.1142877864231, 0.6731249545661625, 0.8601398601398601, 0.5287356321839081
0.5067671579802349, 1.1256415993584787, 5, 0.6329303549919227, 16, 50, 3, 2, 29, 1042.7774617474593, 0.42409809794378706, 0.7452830188679245, 0.0
0.38007180099969906, 0.872828768981924, 8, 0.6711280563027044, 71, 47, 2, 4, 31, 634.6337814759642, 0.4944586425809354, 0.39215686274509803, 0.0
0.477695525169925, 1.0792232015284693, 10, 0.44950421567291193, 9, 40, 0, 2, 33, 729.9922622734637, 0.787227477691984, 0.7142857142857143, 0.0
0.6796777390067297, 1.1952336464254345, 4, 0.5902006903007404, 54, 43, 3, 2, 15, 820.3176788887906, 0.473578721964543, 0.9448275862068966, 0.4186704384724187
0.2876026261875844, 1.0489528467372091, 10, 0.6159861954632113, 10, 4, 3, 5, 23, 2192.488166740795, 0.9466053458956307, 0.8184281842818428, 0.0033003300330033403
0.10026246877087015, 1.049543556546379, 4, 0.47461559161933037, 60, 38, 1, 2, 10, 352.998291765975, 0.6865926317525639, 0.9411764705882353, 0.5
0.5269767590657032, 0.8877886884652036, 5, 0.47999988316724407, 97, 25, 2, 3, 2, 456.2266863784792, 0.6762544930584592, 0.5777777777777777, 0.06024096385542166
0.23231728215848513, 0.9615653280383365, 4, 0.4254342141780336, 70, 44, 0, 1, 15, 286.7206011333246, 0.614575459800582, 1.0, 0.4545454545454546
0.8290340624123583, 1.168003874452701, 9, 0.40578614353123404, 11, 20, 4, 3, 10, 2127.602069426703, 0.5052471646218158, 0.9583057577763071, 0.3665791776027997
0.8149251831074584, 1.1736846898961082, 9, 0.4686502460499533, 58, 22, 3, 2, 40, 2690.563428380142, 0.48720266601217094, 0.9626168224299065, 0.3850746268656716
0.6336401548068036, 1.1752353324626197, 5, 0.6993862653721822, 34, 6, 2, 5, 42, 1084.474014873372, 0.7563219706217567, 0.8859060402684564, 0.28260869565217395
0.5536610740932004, 0.9926899301361778, 10, 0.6757610552115736, 21, 33, 3, 5, 28, 1500.83350260319, 0.5223202613461104, 0.596244131455399, 0.0
0.6708893244628258, 1.1917696786388343, 2, 0.4398894981671936, 21, 47, 1, 2, 40, 204.18578072708416, 0.5130508781193954, 0.9014084507042254, 0.16883116883116878
0.2619568008361479, 0.9710431685829184, 4, 0.5040819490387531, 47, 19, 2, 3, 29, 520.7639016473671, 0.7035401739089912, 0.9545454545454546, 0.21808510638297873
0.5184490099062619, 1.1941363332341346, 4, 0.6137577112815442, 11, 4, 1, 2, 6, 389.3447170980021, 0.8357641633993986, 0.9245283018867925, 0.3194444444444444
0.6268930079881185, 0.8655748497725554, 4, 0.4779570443276028, 10, 9, 2, 4, 9, 343.9814283466251, 0.6733886798702267, 0.953757225433526, 0.2289719626168224
0.19977147256905578, 1.1538150069965531, 3, 0.4493185058102179, 59, 49, 2, 2, 33, 631.2694879109592, 0.6264626208371414, 0.9504132231404959, 0.4390243902439024
0.8649143890674996, 0.899715561834554, 9, 0.46552540980983537, 10, 38, 2, 2, 14, 1010.4071573586106, 0.398904544800266, 0.9482758620689655, 0.33333333333333337
0.5232037647512254, 1.0350126616417983, 8, 0.6289694535274679, 17, 27, 2, 2, 22, 1241.0133044061324, 0.5563642579285496, 0.9583333333333334, 0.0980392156862745
0.610878173183045, 0.9298053965360534, 6, 0.6866514186851542, 39, 6, 3, 5, 39, 933.1619784239842, 0.8226979646683646, 0.841304347826087, 0.13808463251670378
0.7229044716814398, 1.0262885855505135, 5, 0.6179912390617782, 4, 18, 2, 4, 7, 637.2685237714163, 0.6248047707471378, 0.5660377358490566, 0.016393442622950838
0.5863954900886365, 1.176723787900457, 4, 0.5010790325636492, 100, 10, 1, 5, 21, 518.745163724891, 0.6041258713672869, 0.9375, 0.589041095890411
0.8042802400984924, 1.0539902345414192, 5, 0.5340753694569591, 91, 31, 3, 2, 13, 797.3995250683936, 0.46967182883742653, 0.9081419624217119, 0.2090909090909091
0.5042889654215104, 1.189377052940525, 6, 0.40400842646240914, 34, 19, 3, 3, 35, 1669.597992365352, 0.6687425756232389, 0.7506053268765133, 0.01273885350318471
0.14383513981261598, 1.0947038560111289, 3, 0.6950057795018667, 28, 9, 2, 2, 39, 523.152416948005, 0.8618383835586384, 0.968, 0.44495412844036697
0.8305019682332266, 0.8299336037227113, 4, 0.6338366197747005, 81, 33, 0, 2, 35, 289.43736129656133, 0.36146079832507005, 0.875, 0.46153846153846156
0.5751966519148466, 1.0247292447887537, 8, 0.6920170402121926, 31, 19, 0, 2, 16, 405.386816778524, 0.7400526419008103, 0.8, 0.0
0.46582698067646955, 1.103427873572919, 8, 0.5488054133828506, 74, 32, 4, 2, 20, 1842.0542469430545, 0.49867456909437136, 0.9665970772442589, 0.40792838874680304
0.8421797132792026, 1.0275700080438737, 8, 0.5084139029989745, 81, 9, 3, 4, 31, 1515.6491739981536, 0.5832161949385175, 0.9937238493723849, 0.334733893557423
0.5727161803482814, 1.148724949667683, 3, 0.6399038875732459, 5, 25, 2, 1, 42, 516.3053589205413, 0.5596295050016109, 0.8589743589743589, 0.5179856115107914
0.24415100876968776, 0.9231486128961659, 9, 0.6968054035735127, 52, 36, 2, 4, 2, 902.9375815662266, 0.6494354681579485, 0.7699115044247787, 0.40410958904109584
0.24345125928696323, 0.8682421165137815, 9, 0.558627391015657, 29, 15, 0, 0, 8, 393.2102682150419, 0.678832664243497, 0.9375, 0.5161290322580645
0.142699024584757, 1.1916345950629126, 4, 0.62918037503387, 76, 18, 0, 3, 43, 456.99615938338536, 0.8427648841137151, 0.6363636363636364, 0.125
0.3998266608999649, 1.0959536424829797, 4, 0.6592445627142195, 95, 22, 3, 2, 42, 916.6054532426515, 0.7216354059754971, 0.5182481751824818, 0.0
0.32735529437974553, 0.8920670558596114, 5, 0.6158057817114511, 98, 24, 1, 2, 5, 310.15023715064814, 0.6264591924772683, 0.9285714285714286, 0.5
0.8495123145021688, 1.0937694450674387, 7, 0.6913569519702132, 52, 8, 0, 1, 38, 611.572026446823, 0.6777341296083017, 0.875, 0.125
0.503109349493822, 1.0908874370383765, 4, 0.6141061369268531, 91, 16, 3, 0, 16, 661.9362838786661, 0.7349843883060045, 0.7540650406504065, 0.0
0.7672274420875945, 1.065057563745355, 6, 0.530664215581195, 89, 18, 3, 3, 12, 1189.1034118687005, 0.5798690854334976, 0.9213759213759214, 0.27884615384615385
0.5297410027590331, 0.9891495756040577, 7, 0.5753010202511519, 60, 12, 2, 2, 1, 811.151793129119, 0.8027198239906443, 0.8240740740740741, 0.5412371134020619
0.1323584889404666, 0.9610888845281028, 8, 0.4427122905066179, 16, 24, 2, 5, 18, 760.1513396360671, 0.770514264539974, 0.9041916167664671, 0.4548736462093863
0.47426727297289606, 0.9788647103202127, 8, 0.5042708831905874, 77, 10, 3, 2, 33, 1403.624925260893, 0.6799721007775718, 0.9225941422594143, 0.36363636363636365
0.5715363528752317, 0.9019046812646778, 3, 0.6675070152806044, 48, 29, 2, 4, 31, 415.02403939602084, 0.5559263747087698, 0.9492753623188406, 0.2383720930232558
0.1832108300391302, 0.9923010260034155, 5, 0.5527071427183207, 45, 40, 1, 3, 34, 542.4299797561415, 0.6673266634073967, 0.9302325581395349, 0.11111111111111116
0.41478575259597894, 0.8362197865490715, 8, 0.5086849046580646, 94, 6, 4, 2, 18, 1060.069245603087, 0.8459473688379576, 0.9068454481298518, 0.13116970926301552
0.34222734709591196, 0.86625395864181, 8, 0.5608277854381933, 83, 11, 2, 3, 33, 920.9521676839923, 0.6775040314877777, 0.8251748251748252, 0.46846846846846846
0.8173054979399165, 0.8998641955148509, 5, 0.5265562824481119, 46, 1, 4, 2, 32, 846.055398922046, 0.9430819508285322, 0.928476821192053, 0.13510178901912395
0.4212758346718919, 1.096190146887464, 4, 0.4048407095033198, 74, 33, 3, 2, 14, 751.7613182579441, 0.5151819352596945, 0.9590361445783132, 0.3712480252764613
0.17101124442160778, 1.0862546595876736, 4, 0.414865961084519, 40, 34, 4, 3, 2, 711.224904433132, 0.6809032121862703, 0.8258513931888545, 0.513451892384861
0.5708199218730788, 0.8550890336667342, 5, 0.5381122589526199, 77, 37, 1, 2, 38, 341.09222510811185, 0.44165518121463393, 0.9384615384615385, 0.419047619047619
0.4180858681523498, 0.9449777830005547, 9, 0.4307052197186802, 38, 23, 2, 2, 10, 892.3735621850382, 0.5940806909308682, 0.8541666666666666, 0.1398601398601399
0.5747131209527118, 0.9728680024081972, 10, 0.4135973049927502, 60, 33, 2, 3, 16, 995.1457915020887, 0.4976427496519215, 0.8913043478260869, 0.25114155251141557
0.3530191771498573, 1.1470764422106505, 8, 0.40327698782900506, 41, 16, 0, 0, 10, 593.2058436491676, 0.7626741090133513, 1.0, 0.30000000000000004
0.5852353321554888, 0.827602255089723, 5, 0.5228772638921593, 51, 7, 0, 2, 39, 290.27440852446915, 0.8336158585629361, 0.8571428571428571, 0.0
0.6389184363461935, 1.1802898089125935, 7, 0.5858598336415762, 8, 16, 2, 2, 1, 965.0885178252709, 0.7332326567652728, 0.6967213114754098, 0.24778761061946908
0.5682410294040907, 1.163738187090579, 5, 0.6354122792945711, 93, 7, 0, 4, 42, 259.856221827828, 0.8089994562290871, 0.875, 0.0
0.71962209398816, 0.9894573904010474, 3, 0.6171648035883375, 54, 34, 4, 2, 32, 667.1590611686897, 0.4839022349020245, 0.9671396564600448, 0.3498995983935743
0.5362761744543376, 1.0967084502417843, 9, 0.6652954260317827, 44, 20, 0, 1, 39, 660.6093149679637, 0.5324520756855121, 0.9, 0.5813953488372092
0.364509287078988, 1.1614473058424732, 3, 0.4427698716790021, 44, 6, 2, 3, 14, 476.043560494802, 0.8107232541673118, 0.9262295081967213, 0.4433497536945813
0.27909175655075896, 1.1037696783723243, 5, 0.6303433929562335, 67, 36, 1, 3, 34, 526.7786247467263, 0.6347308444239548, 0.9253731343283582, 0.3737373737373737
0.42312535298478804, 0.860170257079295, 9, 0.572622196205189, 4, 28, 4, 4, 29, 1360.7422750841874, 0.5888441624219866, 0.8306092124814265, 0.047700170357751315
0.43114629298882123, 1.0962007362439508, 9, 0.6076294855840255, 36, 24, 1, 0, 3, 763.5726190768023, 0.6124162436454054, 0.7068965517241379, 0.0888888888888889
0.5346530000995076, 1.1724332094174301, 7, 0.4331176260397383, 29, 7, 3, 1, 24, 1620.8736232401673, 0.8282381565894248, 0.8247663551401869, 0.04594594594594592
0.23358220282880132, 1.1578085010708552, 8, 0.5436897067047266, 93, 42, 1, 0, 34, 1158.8258994099, 0.48658458734474264, 0.8333333333333334, 0.09090909090909094
0.2780402278108166, 1.1182274405139847, 9, 0.6642595061887975, 67, 34, 0, 3, 17, 933.195667796682, 0.7973506425228156, 1.0, 0.2727272727272727
0.10212581995685098, 1.199452185152899, 9, 0.4603055095368371, 41, 46, 2, 1, 4, 1852.8927529561008, 0.7542374547579869, 0.8058252427184466, 0.37593984962406013
0.7130374700879903, 0.9796083797741165, 10, 0.4648565520833774, 7, 42, 4, 0, 23, 1925.217596320307, 0.401049709480423, 0.9346007604562737, 0.17682518419290016
0.14766374306570418, 0.9667970525611586, 3, 0.5772779078076737, 77, 12, 0, 2, 28, 230.15584722693418, 0.8590469975337501, 0.8571428571428571, 0.0
0.6444883540129885, 1.0787947797965218, 3, 0.6041668270842794, 69, 30, 3, 4, 34, 623.3532555568356, 0.536452594708039, 0.9489559164733179, 0.17206477732793524
0.30842651871562055, 0.8911197837139884, 6, 0.4794211894454873, 76, 40, 4, 2, 8, 823.6847096373514, 0.5455606524297821, 0.9444444444444444, 0.34356435643564354
0.4856111866060292, 1.0650793021017602, 3, 0.6633935166670304, 27, 37, 4, 1, 42, 779.9200206292262, 0.5651471302129225, 0.694672131147541, 0.0
0.38777773858335207, 0.8676612169731118, 5, 0.6344616794758586, 58, 27, 3, 4, 35, 666.1376238527338, 0.6337847058087468, 0.861904761904762, 0.02425876010781669
0.14629433113196777, 1.1753080825943232, 4, 0.5525643071654033, 92, 25, 3, 2, 42, 959.1135863156424, 0.7540555943373869, 0.9405737704918032, 0.39842726081258195
0.16933619434854075, 1.037464868197001, 3, 0.6258723365077429, 1, 38, 2, 1, 31, 453.00816011135237, 0.7120303628573612, 0.64, 0.0
0.3568058603660631, 0.8882270860840373, 3, 0.5311683215540614, 59, 7, 2, 1, 1, 244.0757224795194, 0.908451054510577, 0.6280487804878049, 0.05504587155963303
0.4486576440949638, 1.0101008663569921, 6, 0.6976632938768466, 85, 21, 3, 5, 13, 948.1151250097089, 0.6048047512743601, 0.920704845814978, 0.30679933665008297
0.23330829694402624, 0.8505691894628029, 9, 0.6205338210625665, 23, 20, 4, 0, 13, 1189.769591340172, 0.6894443021429116, 0.9406158357771262, 0.2579525737420474
0.13648408369386733, 1.0272077979057697, 9, 0.6188869030380901, 61, 15, 0, 2, 19, 612.5289966271203, 0.8559574851917698, 0.9285714285714286, 0.5517241379310345
0.5073320163039391, 1.1035742818240963, 2, 0.49407661365023225, 98, 39, 4, 5, 16, 437.47762013531917, 0.5073009626835295, 0.9258114374034003, 0.4273422562141491
0.363616124469306, 1.0330264967626541, 5, 0.40918917709706987, 87, 39, 0, 3, 23, 430.4803184156791, 0.7767056325745278, 0.6538461538461539, 0.0
0.26859382359087336, 0.8604077129126791, 3, 0.5862593060462061, 63, 14, 1, 0, 22, 241.2746261970597, 0.764855819682379, 0.9795918367346939, 0.23809523809523814
0.8443426198274016, 0.9204332692316293, 5, 0.4986976358909989, 35, 34, 2, 0, 43, 740.6357534877511, 0.4287176961221896, 0.8151260504201681, 0.0490196078431373
0.8004345021748664, 0.970727928529991, 9, 0.43657344649787916, 55, 11, 2, 4, 35, 1627.9491085672853, 0.6109562674200867, 0.990909090909091, 0.5198237885462555
0.879092090298739, 1.1894071811117475, 9, 0.6985634185057876, 98, 25, 0, 4, 30, 1243.4810754475104, 0.7039627955552512, 0.6666666666666666, 0.1428571428571429
0.3284894645980916, 0.9681466756417657, 9, 0.5019203868219299, 18, 39, 1, 0, 7, 761.7439789000563, 0.45918748120807446, 0.8837209302325582, 0.33333333333333337
0.817359947535086, 0.997192126089815, 3, 0.6721641710350135, 11, 45, 2, 0, 29, 417.95930956673675, 0.4292710193250165, 0.9937888198757764, 0.24528301886792447
0.6688788594726617, 1.1866968486745062, 6, 0.41275523347441606, 41, 8, 3, 3, 23, 1342.4222675819385, 0.7428500069090543, 0.9022403258655805, 0.13137254901960782
0.8230263661360679, 0.8742649705641674, 7, 0.5258570927444716, 70, 39, 1, 4, 18, 533.1704383739062, 0.4142679519505027, 0.7894736842105263, 0.0
0.3679493557906576, 0.9893674485066207, 6, 0.5426080020157107, 75, 36, 3, 5, 39, 1057.70715805791, 0.5730878941274393, 0.889344262295082, 0.41509433962264153
0.6955561464993284, 0.9467261918473985, 10, 0.5226434938415117, 16, 42, 3, 2, 27, 1682.3021228411794, 0.4401684511592173, 0.8461538461538461, 0.09631728045325783
0.21170284919525068, 1.08361550156555, 9, 0.4101113971813035, 8, 17, 2, 3, 25, 1434.1475172312753, 0.7320549336700906, 0.9290780141843972, 0.4862745098039216
0.7525211131242, 0.9680672140348352, 6, 0.6468758463078749, 73, 26, 3, 1, 23, 889.6030290475718, 0.5642903350436774, 0.8068669527896996, 0.045685279187817285
0.6008587187694883, 0.8715098962689304, 8, 0.4441400900736541, 39, 46, 2, 2, 18, 780.242394247638, 0.45127172700979296, 0.6491228070175439, 0.0
0.7489844833561545, 1.1534024190841188, 10, 0.5473287707414284, 79, 11, 2, 3, 29, 1945.2785025000535, 0.6150025249362879, 0.958041958041958, 0.38288288288288286
0.31017465202212025, 1.0368226024056895, 3, 0.44993974158613204, 17, 44, 2, 3, 4, 303.6988601887655, 0.5449804435196287, 0.9041095890410958, 0.22807017543859653
0.7798506003427524, 1.1557701920394805, 8, 0.4847713962138047, 79, 14, 1, 5, 27, 1300.9316860681045, 0.6083527323057584, 0.8431372549019608, 0.5742574257425743
0.835975139834768, 1.1257472220116669, 5, 0.6357271156347204, 41, 13, 4, 4, 31, 1316.2025137750293, 0.593266612160757, 0.9448075526506899, 0.1633440514469453
0.39520618043981315, 0.902934628307949, 6, 0.4874017067099611, 77, 14, 1, 1, 33, 616.5642262830091, 0.733706726549327, 1.0, 0.29729729729729726
0.2328766538816372, 0.8897471434184822, 6, 0.486119524119867, 14, 21, 0, 1, 24, 178.44655602094556, 0.6964253497744923, 0.8888888888888888, 0.6363636363636364
0.2998854979364707, 1.182103086581054, 2, 0.6958069935276769, 61, 47, 3, 0, 14, 334.8132329304531, 0.6060650477911158, 0.6844783715012722, 0.03584229390681004
0.5303775677262892, 1.1588915271902258, 3, 0.6182861863339666, 99, 19, 4, 1, 43, 792.2542581077322, 0.7029648307878253, 0.6750720461095101, 0.0
0.32473906843659206, 0.9048306811756773, 3, 0.5643984820910903, 82, 33, 1, 1, 20, 280.31677014486183, 0.5863376056797444, 0.9166666666666666, 0.5822784810126582
0.6615656073243489, 1.0457789618006736, 2, 0.5909391379299007, 24, 46, 4, 0, 15, 397.5263057885844, 0.42765806312775917, 0.9340329835082459, 0.21089297023432552
0.16355885060272027, 1.0354729494507626, 3, 0.5238090738371133, 53, 25, 4, 2, 24, 698.2984759135659, 0.7706604394601397, 0.8769230769230769, 0.1115668580803938
0.23189036785484918, 0.9328897118562125, 2, 0.6293961326330535, 9, 31, 2, 2, 11, 218.40012695400895, 0.7196734340692517, 0.6778523489932886, 0.08181818181818179
0.666857588965683, 0.8722709711370553, 3, 0.49636249194358717, 33, 9, 3, 1, 30, 475.02272735168697, 0.7537503737235807, 0.8733624454148472, 0.28057553956834536
0.1519217392625846, 0.8840130735988055, 3, 0.563541496314668, 61, 5, 1, 2, 30, 312.42263580284447, 0.9586866650227737, 0.8, 0.0
0.43143654062020087, 0.8327376835470324, 10, 0.467414974713696, 82, 12, 4, 3, 14, 1144.988917749786, 0.7964299013305081, 0.7276872964169381, 0.007111111111111068
0.6008568975061862, 0.9990981410506921, 8, 0.5972329302941417, 9, 21, 1, 3, 9, 671.6371747093433, 0.6309709651725321, 0.9111111111111111, 0.16326530612244894
0.3488603844639624, 0.9520809418449011, 5, 0.6508901614444532, 100, 29, 1, 5, 10, 390.41112163604356, 0.5989905907112991, 0.8823529411764706, 0.04761904761904767
0.5023715330678399, 1.1296911925365039, 2, 0.5187511455328591, 7, 47, 1, 3, 30, 214.34058702072767, 0.5161887236991475, 0.9491525423728814, 0.21126760563380287
0.5349991977026309, 0.9142545265688214, 4, 0.6797025230420446, 9, 1, 2, 3, 40, 482.9274879410893, 0.9382557886294145, 0.7954545454545454, 0.375
0.1411075292167067, 0.9401629653392561, 4, 0.4288005804011889, 89, 20, 3, 3, 3, 495.9629370597832, 0.7752842129682614, 0.9081196581196581, 0.4640605296343001
0.5991309029418329, 1.1028761213469496, 5, 0.654515971650393, 91, 20, 4, 1, 19, 1078.9786208718776, 0.6098353390925009, 0.8598901098901099, 0.23890577507598787
0.18436541919059035, 1.148447461585773, 5, 0.48458450898253685, 86, 5, 4, 3, 15, 1153.8982611709796, 0.8980953903461548, 0.9626972740315638, 0.4116615519508987
0.6141445046772278, 1.1680123915653404, 8, 0.5245960587085716, 44, 40, 3, 3, 6, 1658.3487172272387, 0.509173674932836, 0.7590361445783133, 0.11016949152542377
0.23859377828993653, 1.164502052760493, 4, 0.46220571967900625, 11, 41, 1, 4, 39, 433.57063465910153, 0.5727222706039271, 0.9444444444444444, 0.27142857142857146
0.5640350727270623, 0.8647858922361338, 4, 0.6349820469169565, 15, 47, 3, 2, 27, 638.5892789558625, 0.4593570797052139, 0.8059701492537313, 0.11475409836065575
0.4772382119679943, 1.1111197170628084, 8, 0.4896535545112638, 23, 12, 1, 4, 32, 975.7197530024414, 0.7650374690723805, 0.5857142857142857, 0.0
0.36190515631876563, 0.9557075965775077, 8, 0.6830887393344878, 12, 25, 2, 3, 34, 997.6978854773961, 0.7306413350485782, 0.64, 0.0
0.5788874993568681, 1.1780440675679298, 4, 0.4390804326606136, 8, 49, 3, 2, 20, 808.6947563503637, 0.42687685328618624, 0.9464627151051626, 0.32469304229195084
0.10700210922057868, 1.057966423509572, 8, 0.6286083059561848, 77, 24, 1, 0, 20, 1083.0550438767734, 0.8318387538129512, 0.7027027027027027, 0.0714285714285714
0.3674245784594329, 1.1541483906023422, 5, 0.4061381609103052, 54, 29, 3, 1, 29, 1019.1772988018514, 0.6495627299683858, 0.7055214723926381, 0.030898876404494402
0.1024051344739597, 0.9516946073567434, 6, 0.5734787155223571, 29, 50, 3, 2, 16, 778.0599694840865, 0.7153837688268107, 0.82, 0.12017167381974247
0.8208937671657395, 1.0955346203474763, 3, 0.6067493494766494, 70, 19, 2, 0, 41, 504.53585077446365, 0.634822200650062, 0.8670886075949367, 0.0
0.11854393741924847, 1.1711273298860712, 2, 0.5139534200485075, 51, 46, 3, 0, 3, 282.5130919010493, 0.6751119276103599, 0.8716356107660456, 0.4394141145139814
0.8982127307844459, 1.1789077686752996, 6, 0.44524063089580324, 98, 25, 3, 1, 12, 1305.2486007159775, 0.5067420623978223, 0.7247058823529412, 0.04938271604938271
0.6801502210166378, 0.9258663485368648, 6, 0.5306854837446844, 48, 50, 3, 1, 25, 863.8304998865132, 0.3942890529840374, 0.7263157894736842, 0.0
0.147299866908428, 0.8823722895702283, 2, 0.4780034769637824, 81, 49, 4, 3, 31, 388.9919762620553, 0.6157507636911269, 0.9290416971470373, 0.2967884828349945
0.8087566153832378, 0.971353913245147, 4, 0.46823500409524343, 75, 34, 1, 4, 37, 303.6631823310439, 0.5662526692721769, 0.8695652173913043, 0.024390243902439046
0.27578333896716534, 0.9856921795388978, 4, 0.4369797728734675, 19, 8, 2, 3, 28, 561.3815524798202, 0.8670879113687135, 0.9173553719008265, 0.18382352941176472
0.37587114402474, 1.0709030539943956, 2, 0.48931076264615336, 39, 25, 3, 4, 28, 336.17754898542546, 0.5539197044404404, 0.9812734082397003, 0.27222222222222225
0.5793154664941816, 1.1459799954673247, 9, 0.45498290295246696, 48, 1, 3, 0, 33, 2348.6789255045787, 0.9686937875888199, 0.8646288209606987, 0.0
0.222608384931916, 0.8503114745425187, 5, 0.5219692215311706, 53, 40, 2, 4, 19, 566.0274399666417, 0.5458509598853237, 1.0, 0.31137724550898205
0.7452652364855024, 1.1293978362237578, 9, 0.545570728088463, 64, 5, 3, 1, 13, 1897.3992006241874, 0.825329721424863, 0.7476635514018691, 0.018404907975460127
0.778103143254635, 1.029971894384801, 10, 0.5478617813553806, 94, 49, 1, 1, 6, 947.8911913865995, 0.513351117925701, 0.7333333333333333, 0.08333333333333337
0.586651509389776, 0.9996446697246881, 4, 0.6084338674408757, 59, 12, 2, 4, 27, 519.6032557620002, 0.7705682254610406, 0.7857142857142857, 0.0
0.8839229742042722, 0.888390324728713, 5, 0.5065323649229787, 98, 43, 3, 5, 41, 846.8721034280162, 0.4401735124504087, 0.8441860465116279, 0.2783300198807157
0.31779341552412466, 0.9966993980466828, 3, 0.6590173700616812, 3, 33, 3, 3, 11, 400.24874200877235, 0.576760494827462, 0.9041353383458647, 0.22668810289389063
0.4199411173922172, 1.0179344072636702, 3, 0.5092619152928722, 78, 27, 2, 5, 14, 459.1383239405216, 0.5780419093772196, 0.8947368421052632, 0.3419354838709677
0.3311568951766972, 1.0371833511232136, 9, 0.6098325972852938, 42, 2, 0, 1, 9, 581.9353067901187, 0.9490661112720119, 0.8, 0.19999999999999996
0.8681850437878981, 0.8755205720716441, 8, 0.44607850304436597, 15, 45, 2, 1, 15, 662.1501121828818, 0.4254200495826652, 0.8, 0.18181818181818177
0.3076045785589041, 0.8415669147044734, 5, 0.5391840642138255, 18, 7, 2, 5, 34, 592.2356296236193, 0.8945456590934487, 0.8467153284671532, 0.0
0.8008196601665967, 1.1929795838518062, 5, 0.5348485701019889, 59, 28, 1, 1, 21, 650.3609746237912, 0.4813820301577341, 0.9512195121951219, 0.48
0.3505457015210376, 0.9340802810706095, 10, 0.5599854604914777, 64, 32, 3, 0, 31, 1512.7962903764233, 0.6607346436854952, 0.5776699029126213, 0.0
0.8001504448009521, 1.067106010066504, 4, 0.6692291557370051, 61, 11, 0, 0, 6, 189.0174433457846, 0.8189154356136924, 0.875, 0.0
0.3880742831110513, 0.8312889486593577, 7, 0.5901765822067182, 75, 15, 0, 4, 4, 327.27196600267365, 0.6658523153337865, 0.875, 0.65
0.3777926119492049, 0.9581491748800504, 5, 0.50881375017419, 71, 49, 1, 2, 32, 421.12388297547517, 0.4454756151147416, 0.8478260869565217, 0.0
0.5202562321526883, 0.8972361760562569, 6, 0.6664684348844159, 77, 40, 0, 2, 6, 158.5308887899425, 0.6010263590599555, 0.8181818181818182, 0.3076923076923077
0.7717795611465218, 0.8921380729575797, 7, 0.6517751519661035, 68, 27, 2, 1, 9, 640.6514703793001, 0.5620300291865171, 0.8031496062992126, 0.019230769230769273
0.27991340888849503, 0.8858869796796482, 3, 0.4417279504665969, 98, 1, 3, 0, 2, 355.3200864504057, 0.974604244442699, 0.8344827586206897, 0.4739130434782609
0.6524840847143027, 0.8830427118998674, 6, 0.6711374714418308, 83, 26, 3, 3, 37, 845.458634951365, 0.5329742352495372, 0.9518599562363238, 0.2845394736842105
0.7497638659260629, 1.178890738881404, 2, 0.6146681917083031, 36, 25, 2, 3, 19, 257.74528364128264, 0.535241601337983, 0.74, 0.0
0.3881171427447784, 0.9763878483459536, 9, 0.558017854735158, 48, 13, 1, 3, 21, 867.4928666822128, 0.6461175309833395, 0.972972972972973, 0.5609756097560976
0.6268126895201598, 0.8750503089703607, 10, 0.6022681177829263, 6, 20, 4, 2, 14, 1341.2282095206547, 0.5790659698284747, 0.8947745168217609, 0.19198448610213315
0.8732361356717281, 1.1931972462911897, 3, 0.4701372494733309, 24, 44, 0, 0, 13, 307.54643334650996, 0.3589209720158477, 0.7692307692307693, 0.0
0.7810690403307019, 0.8246105341163916, 6, 0.663835751595196, 87, 13, 3, 2, 14, 568.8809454476818, 0.721936003577681, 0.7970479704797048, 0.0
0.6236929990009102, 1.1032213890666833, 7, 0.6945449877268586, 93, 20, 4, 1, 28, 1745.0572808542463, 0.6691393643784067, 0.7043765483071841, 0.0
0.6484185809183998, 0.9971582988936418, 10, 0.5952631388452456, 87, 13, 1, 1, 31, 867.0605223827844, 0.5788378842262535, 0.9076923076923077, 0.29761904761904767
0.1080533183198388, 0.8277525149608437, 9, 0.6226666019588304, 58, 24, 3, 1, 18, 883.5185095504933, 0.7949559772815356, 0.939047619047619, 0.5015166835187057
0.8133658017541658, 1.0364751331104685, 10, 0.5978599599870269, 6, 10, 0, 2, 43, 915.2389992501418, 0.7816509381165194, 0.875, 0.41666666666666663
0.38727214474032723, 1.1445122495480522, 7, 0.6252657963550552, 72, 42, 2, 2, 17, 1123.6760764404069, 0.5769022817793406, 0.6607142857142857, 0.0
0.6954226813081692, 0.8844104256151889, 3, 0.4331998766818278, 95, 49, 2, 1, 32, 357.1727663979069, 0.49390043203671363, 0.9041916167664671, 0.42585551330798477
0.21176500598470938, 1.026069551938042, 9, 0.44403723602176226, 2, 46, 1, 3, 3, 896.4954513476232, 0.5979970990104483, 0.7272727272727273, 0.41463414634146345
0.8584054168336576, 1.0749905625112257, 8, 0.40808871564207566, 59, 24, 4, 4, 31, 2088.0623978372378, 0.486914399044391, 0.9155555555555556, 0.10499637943519191
0.8070967209065699, 1.1746455510557716, 6, 0.4063647597012033, 26, 19, 0, 3, 11, 462.80249890248257, 0.5963355214939331, 0.8421052631578947, 0.05882352941176472
